Co_Ref,total_interactions,cc_call_ratio,low_engagement,total_emails,tenure_bucket,Band,Anchor_Group,Payment_Method,Payment_Timeframe,Renewal_Year,Sustainability_Score,Total_Renewal_Score_New,Auto_Renewal_Score,Anchoring_Score,Tenure_Scores,churn,negative_calls,complaint_calls,cancel_intent_calls,switching_intent_calls,cc_complaint_calls,cc_financial_stress_calls,cc_pricing_issue_calls,cc_platform_issue_calls,cc_support_dissatisfaction_calls,email_complaints,email_negative_exp,email_financial_issue,email_price_issue,low_payment_intent_count,email_interactions
in3485,1.0,0.0,0,1.0,TB_10+,band c1,2,card,-20.0,2025,8.0,44.5,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
kb5223,2.0,0.0,0,2.0,TB_0-1,band c1,1,bacs,-1.0,2025,9.0,42.5,8,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
pe8230,2.0,0.0,0,2.0,TB_0-1,band c1,1,card,-1.0,2025,8.0,42.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0
st8686,4.0,0.2,0,2.0,TB_3-5,band c1,2,bacs,9.0,2025,9.5,44.5,8,9.0,9.0,0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
ay8380,3.0,0.0,0,3.0,TB_3-5,band c1,3,card,1.0,2025,9.0,45.5,9,9.5,9.0,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,6.0,5.0
mn7915,4.0,0.0,0,3.0,TB_10+,band c1,4 to 9,bacs,-42.0,2025,8.0,44.0,8,9.5,9.5,0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,5.0
qr1178,2.0,0.0,0,1.0,TB_1-3,band c1,1,card,-1.0,2025,9.5,43.5,8,8.5,8.5,0,4.0,6.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
si6075,1.0,0.0,0,1.0,TB_10+,band c1,4 to 9,card,-3.0,2025,8.0,44.5,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
il5967,1.0,0.0,0,1.0,TB_3-5,band c1,3,bacs,14.0,2025,9.5,46.0,9,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
cy2497,2.0,0.0,0,2.0,TB_0-1,band c1,2,card,7.0,2024,9.0,43.5,9,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0
ts3071,2.0,0.0,0,1.0,TB_0-1,band c1,1,bacs,-20.0,2024,9.0,43.5,8,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
hz7016,2.0,0.0,0,2.0,TB_10+,band c1,4 to 9,card,1.0,2024,9.0,46.0,9,9.5,9.5,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0
yx8220,2.0,0.0,0,2.0,TB_0-1,band c1,1,card,11.0,2024,8.0,44.0,9,9.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
ys3396,2.0,0.0,0,2.0,TB_0-1,band c1,1,card,1.0,2024,8.0,31.5,8,7.5,8.0,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
cp1424,0.0,0.0,1,0.0,TB_Unknown,band c1,1,card,2.0,2024,8.0,33.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iw4385,3.0,0.25,0,2.0,TB_5-10,band c1,1,card,1.0,2025,9.5,44.5,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
cd7857,2.0,0.0,0,2.0,TB_5-10,band c1,4 to 9,bacs,-53.0,2024,9.0,45.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
nm9170,2.0,0.0,0,2.0,TB_5-10,band c1,2,bacs,-6.0,2025,9.5,45.0,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
cy6791,2.0,0.0,0,2.0,TB_5-10,band c1,2,card,-21.0,2024,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ay5688,2.0,0.0,0,2.0,TB_1-3,band c1,2,bacs,-2.0,2025,8.0,42.0,8,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0
qp9190,3.0,0.25,0,2.0,TB_5-10,band c1,1,bacs,-13.0,2025,9.5,43.5,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
hu6230,1.0,0.0,0,1.0,TB_1-3,band c1,1,card,-15.0,2024,9.5,45.5,9,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
jp3096,1.0,0.0,0,1.0,TB_5-10,band c1,4 to 9,card,6.0,2024,9.0,45.0,9,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
tj6138,3.0,0.25,0,2.0,TB_5-10,band c1,3,bacs,-37.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
cp0855,2.0,0.0,0,2.0,TB_3-5,band d,4 to 9,card,8.0,2025,9.5,46.0,9,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0
pl1309,2.0,0.0,0,2.0,TB_3-5,band d,1,bacs,-26.0,2025,9.5,43.0,8,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0
qj9697,2.0,0.0,0,2.0,TB_10+,band d,4 to 9,bacs,-7.0,2024,8.0,34.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
sk9905,2.0,0.0,0,2.0,TB_10+,band d,4 to 9,card,-30.0,2024,9.0,46.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
oc2303,2.0,0.0,0,2.0,TB_10+,band d,10+,bacs,-5.0,2024,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
su2991,2.0,0.0,0,2.0,TB_10+,band d,1,bacs,-45.0,2024,9.5,44.5,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
dl6609,2.0,0.0,0,2.0,TB_5-10,band d,2,card,-68.0,2025,9.5,45.0,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
ki0037,2.0,0.0,0,2.0,TB_1-3,band d,1,bacs,-12.0,2024,9.5,45.0,8,9.5,9.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
mt8488,2.0,0.0,0,2.0,TB_5-10,band d,10+,bacs,-9.0,2024,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0
xh6012,2.0,0.0,0,2.0,TB_10+,band d,10+,bacs,-15.0,2024,8.0,43.0,8,9.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
gk1149,2.0,0.0,0,2.0,TB_5-10,band d,4 to 9,card,-69.0,2024,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
ct6138,2.0,0.0,0,2.0,TB_5-10,band d,4 to 9,card,-12.0,2024,9.5,45.0,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
pi5781,2.0,0.0,0,2.0,TB_5-10,band d,1,card,1.0,2025,8.0,44.0,9,8.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0
xz8130,2.0,0.0,0,2.0,TB_1-3,band d,1,bacs,-4.0,2024,8.0,42.0,8,8.5,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0
mg8720,3.0,0.25,0,2.0,TB_10+,band d,4 to 9,card,-64.0,2025,9.0,46.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
ea9555,4.0,0.2,0,3.0,TB_10+,band d,4 to 9,card,-6.0,2025,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
kt5797,2.0,0.3333333333333333,0,1.0,TB_1-3,band d,2,bacs,-2.0,2025,9.5,44.0,8,9.0,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
th1163,1.0,0.0,0,1.0,TB_0-1,band d,1,bacs,-9.0,2025,9.5,44.0,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
oe0228,2.0,0.0,0,2.0,TB_10+,band d,4 to 9,bacs,-4.0,2024,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
or1678,2.0,0.0,0,2.0,TB_10+,band d,3,bacs,-2.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0
xx6044,1.0,0.0,0,1.0,TB_1-3,band d,1,card,-26.0,2025,8.0,43.5,9,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
fe3714,3.0,0.0,0,2.0,TB_5-10,band d,4 to 9,bacs,-50.0,2024,9.5,45.5,8,9.5,9.5,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0
id6327,1.0,0.0,0,1.0,TB_0-1,band d,2,bacs,-8.0,2025,9.5,43.0,8,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
ng3674,4.0,0.0,0,4.0,TB_3-5,band d,1,bacs,-5.0,2025,9.5,44.0,8,8.5,9.0,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0
sw8292,1.0,0.0,0,1.0,TB_0-1,band d,1,card,1.0,2024,8.0,40.0,8,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0
sj2599,2.0,0.0,0,2.0,TB_1-3,band d,2,bacs,3.0,2025,9.5,43.0,8,9.0,8.5,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
zl6036,2.0,0.0,0,2.0,TB_0-1,band d,1,card,22.0,2025,8.0,42.5,9,8.5,8.0,0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0
oi2986,3.0,0.0,0,2.0,TB_3-5,band d,2,bacs,-9.0,2025,9.5,45.0,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
kx0377,2.0,0.0,0,2.0,TB_3-5,band d,4 to 9,card,-41.0,2024,9.5,46.0,9,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
ds0781,2.0,0.0,0,2.0,TB_3-5,band d,2,bacs,13.0,2025,8.0,42.0,8,9.0,9.0,0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0
ny9021,2.0,0.0,0,2.0,TB_1-3,band d,4 to 9,card,-53.0,2024,9.5,45.0,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
pz1775,2.0,0.0,0,2.0,TB_1-3,band d,4 to 9,bacs,40.0,2024,8.0,43.0,8,9.5,8.5,0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
br5192,4.0,0.0,0,4.0,TB_10+,band d,1,card,22.0,2025,8.0,44.0,9,8.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,9.0
kf9411,1.0,0.0,0,1.0,TB_0-1,band d,2,bacs,1.0,2025,9.0,44.0,9,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0
tc3593,1.0,0.0,0,1.0,TB_5-10,band d,3,card,7.0,2025,9.0,46.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
gq8315,2.0,0.0,0,2.0,TB_10+,band d,10+,card,-13.0,2025,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
nv8384,3.0,0.25,0,2.0,TB_5-10,band d,4 to 9,card,-35.0,2025,8.0,33.0,8,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0
tc9013,3.0,0.0,0,3.0,TB_5-10,band d,3,bacs,4.0,2025,9.5,43.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0
gp7950,4.0,0.0,0,4.0,TB_1-3,band d,4 to 9,bacs,-1.0,2025,9.5,44.5,8,9.5,8.5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,6.0,4.0
yp8535,3.0,0.0,0,3.0,TB_0-1,band d,1,bacs,19.0,2025,8.0,41.5,8,8.5,8.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0
pl9168,3.0,0.25,0,2.0,TB_5-10,band d,4 to 9,bacs,3.0,2025,9.5,45.0,8,9.0,9.5,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0
td7281,6.0,0.4285714285714285,0,3.0,TB_10+,band d,4 to 9,bacs,-5.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0
sy4783,3.0,0.0,0,3.0,TB_5-10,band d,3,card,-3.0,2025,9.0,45.5,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0
if9597,2.0,0.0,0,2.0,TB_1-3,band d,3,card,-67.0,2025,9.0,44.0,8,9.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0
lv0570,1.0,0.0,0,1.0,TB_0-1,band d,1,bacs,-16.0,2025,9.5,43.5,8,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
xx9072,2.0,0.0,0,2.0,TB_0-1,band d,1,card,-1.0,2025,9.0,44.0,9,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0
ye5333,3.0,0.0,0,3.0,TB_0-1,band d,1,card,-19.0,2025,8.0,41.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0
nl3111,4.0,0.0,0,4.0,TB_0-1,band c2,1,card,-58.0,2025,8.0,41.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0
ge8315,1.0,0.0,0,1.0,TB_3-5,band c2,2,card,-10.0,2025,8.0,43.5,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ut3446,3.0,0.25,0,2.0,TB_5-10,band c2,1,card,-3.0,2025,9.5,44.5,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
fu5970,1.0,0.0,0,1.0,TB_3-5,band c2,1,card,-9.0,2024,8.0,43.0,9,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
lp2257,1.0,0.0,0,1.0,TB_1-3,band c2,2,card,-15.0,2024,9.0,44.5,8,9.5,9.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
qn9009,5.0,0.3333333333333333,0,2.0,TB_1-3,band c2,3,bacs,-40.0,2025,8.0,43.0,8,9.5,8.5,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
td4462,2.0,0.0,0,2.0,TB_0-1,band c2,2,card,-65.0,2024,8.0,42.5,9,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
fo6640,1.0,0.0,0,1.0,TB_10+,band c2,4 to 9,bacs,-22.0,2025,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0
jc8606,2.0,0.0,0,2.0,TB_1-3,band c2,1,card,-60.0,2024,8.0,43.5,9,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0
ws3291,2.0,0.0,0,2.0,TB_Unknown,band c2,2,card,-6.0,2025,9.5,46.0,9,9.5,9.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0
ji7570,2.0,0.0,0,2.0,TB_5-10,band c2,1,card,3.0,2025,9.0,45.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0
mj8068,2.0,0.0,0,2.0,TB_3-5,band c2,1,card,-21.0,2025,9.5,45.5,9,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
vs5543,2.0,0.0,0,2.0,TB_3-5,band c2,1,bacs,-774.0,2024,9.5,46.0,9,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0
na7107,1.0,0.0,0,1.0,TB_5-10,band c2,1,card,-63.0,2025,9.5,45.5,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
lt1407,2.0,0.0,0,2.0,TB_3-5,band c2,4 to 9,card,-30.0,2025,8.0,43.5,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
nc1565,2.0,0.0,0,2.0,TB_5-10,band c2,1,card,1.0,2025,9.0,45.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0
mh7727,1.0,0.0,0,1.0,TB_1-3,band c2,2,bacs,-11.0,2025,8.0,43.0,8,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ph2392,3.0,0.0,0,3.0,TB_5-10,band c2,1,bacs,-1.0,2025,8.0,42.0,8,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
fp1639,3.0,0.0,0,3.0,TB_5-10,band c2,4 to 9,card,-4.0,2025,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,8.0
nt4113,2.0,0.0,0,2.0,TB_3-5,band c2,3,card,-6.0,2024,8.0,44.5,9,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
bz0369,2.0,0.0,0,2.0,TB_1-3,band c2,1,card,-19.0,2025,9.5,43.5,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0
rb1929,3.0,0.0,0,3.0,TB_5-10,band c2,2,card,-21.0,2025,9.5,46.0,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0
vj0579,2.0,0.0,0,2.0,TB_3-5,band c2,2,card,-62.0,2024,9.5,45.0,9,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
no1616,3.0,0.0,0,3.0,TB_3-5,band c2,1,bacs,-26.0,2025,8.0,43.5,9,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,6.0,2.0
mc8338,4.0,0.2,0,3.0,TB_10+,band e,10+,bacs,-13.0,2025,9.5,45.5,8,9.5,9.5,0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,4.0
nu7620,5.0,0.3333333333333333,0,2.0,TB_10+,band e,2,bacs,3.0,2025,9.5,44.5,8,8.5,9.5,0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0
oz6762,1.0,0.0,0,1.0,TB_10+,band e,10+,bacs,-19.0,2025,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
uc7205,3.0,0.0,0,3.0,TB_3-5,band e,3,bacs,-7.0,2025,9.0,44.5,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,4.0
cn2556,2.0,0.0,0,2.0,TB_1-3,band e,1,card,-43.0,2024,9.5,43.5,9,7.5,8.5,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
cp1327,1.0,0.0,0,1.0,TB_5-10,band e,3,bacs,5.0,2025,9.5,44.5,8,8.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
gm8517,4.0,0.0,0,4.0,TB_10+,band e,4 to 9,card,-18.0,2025,9.5,46.5,9,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0
dn7064,2.0,0.0,0,2.0,TB_0-1,band e,1,bacs,-2.0,2025,9.5,43.5,8,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
ie8060,2.0,0.0,0,2.0,TB_5-10,band e,1,bacs,-3.0,2024,9.5,45.0,8,9.0,9.5,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0
rg4224,2.0,0.0,0,2.0,TB_10+,band e,2,bacs,-22.0,2024,9.5,44.5,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
sw5481,3.0,0.25,0,2.0,TB_1-3,band e,2,card,-1.0,2025,9.0,45.0,9,9.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
iw5925,3.0,0.0,0,2.0,TB_3-5,band e,1,card,-2.0,2024,9.5,35.5,8,9.0,9.0,0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0
rb5563,2.0,0.0,0,2.0,TB_1-3,band e,2,card,-1.0,2025,9.5,45.0,9,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
td7033,1.0,0.0,0,1.0,TB_10+,band e,2,bacs,-7.0,2025,9.0,44.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0
gn7305,3.0,0.0,0,3.0,TB_1-3,band e,3,bacs,13.0,2025,9.5,44.0,8,9.0,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,5.0
fx6931,4.0,0.0,0,4.0,TB_5-10,band e,4 to 9,bacs,-10.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0
