Co_Ref,total_interactions,cc_call_ratio,low_engagement,total_emails,tenure_bucket,Band,Anchor_Group,Payment_Method,Payment_Timeframe,Renewal_Year,Sustainability_Score,Total_Renewal_Score_New,Auto_Renewal_Score,Anchoring_Score,Tenure_Scores,churn,negative_calls,complaint_calls,cancel_intent_calls,switching_intent_calls,cc_complaint_calls,cc_financial_stress_calls,cc_pricing_issue_calls,cc_platform_issue_calls,cc_support_dissatisfaction_calls,email_complaints,email_negative_exp,email_financial_issue,email_price_issue,low_payment_intent_count,email_interactions
cp1086,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-23.0,2023,8.0,42.5,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
ie7047,1.0,0.0,0,1.0,TB_3-5,band b,3,card,-15.0,2023,9.5,46.0,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
kx2703,2.0,0.0,0,2.0,TB_3-5,band b,3,card,-25.0,2023,8.0,43.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
nj5938,2.0,0.0,0,2.0,TB_3-5,band b,3,card,4.0,2023,8.0,43.5,8,9.0,9.5,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,8.0
ku2924,1.0,0.0,0,1.0,TB_3-5,band b,3,card,-4.0,2023,8.0,43.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
ap2636,2.0,0.0,0,2.0,TB_1-3,band b,3,card,-7.0,2023,9.0,45.0,9,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
mx6190,2.0,0.0,0,2.0,TB_0-1,band b,3,card,-56.0,2023,9.5,45.0,9,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0
cs2205,1.0,0.0,0,1.0,TB_0-1,band b,3,card,-1.0,2023,8.0,43.5,9,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jh1583,1.0,0.0,0,1.0,TB_1-3,band b,3,card,0.0,2023,8.0,34.0,8,9.0,9.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
sw1777,1.0,0.0,0,1.0,TB_5-10,band b,3,card,-12.0,2023,9.5,45.5,8,9.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0
ju3172,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-1.0,2023,9.0,46.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0
gb7442,1.0,0.0,0,1.0,TB_5-10,band b,3,card,-20.0,2023,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0
dq5740,0.0,0.0,1,0.0,TB_5-10,band b,3,card,23.0,2023,8.0,35.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lk0639,1.0,0.0,0,1.0,TB_5-10,band b,3,card,7.0,2023,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
lu0069,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-33.0,2023,9.0,43.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
co5839,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-37.0,2023,9.0,46.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0
mr6292,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-31.0,2023,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
pm2624,4.0,0.0,0,4.0,TB_5-10,band b,3,card,-14.0,2023,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
yy0818,1.0,0.0,0,1.0,TB_5-10,band b,3,card,-4.0,2023,8.0,44.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
jh9248,1.0,0.0,0,1.0,TB_5-10,band b,3,card,-24.0,2023,8.0,44.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
rv8296,4.0,0.0,0,4.0,TB_5-10,band b,3,card,-4.0,2023,8.0,42.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0
fz9209,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-1.0,2023,9.5,46.5,9,9.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0
hq6568,1.0,0.0,0,1.0,TB_5-10,band b,3,card,1.0,2023,8.0,44.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0
lb5943,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-13.0,2023,9.5,45.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
eh2982,2.0,0.0,0,2.0,TB_5-10,band b,3,card,21.0,2023,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0
id8708,1.0,0.0,0,1.0,TB_5-10,band b,3,card,-59.0,2023,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
mi5225,2.0,0.0,0,2.0,TB_1-3,band b,3,card,1.0,2023,9.5,46.0,9,9.5,9.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
pe9612,1.0,0.0,0,1.0,TB_1-3,band b,3,card,3.0,2023,9.5,46.0,9,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
my3075,2.0,0.0,0,2.0,TB_10+,band b,3,card,-55.0,2023,8.0,45.0,9,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
vv5283,1.0,0.0,0,1.0,TB_3-5,band b,3,card,-63.0,2023,9.5,44.5,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
oe9097,2.0,0.0,0,2.0,TB_3-5,band b,3,card,-50.0,2023,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,5.0
zx4959,4.0,0.0,0,4.0,TB_5-10,band b,independent,card,6.0,2023,8.0,44.5,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
di4312,1.0,0.0,0,1.0,TB_1-3,band b,independent,card,18.0,2023,9.5,45.5,9,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
hd8166,1.0,0.0,0,1.0,TB_3-5,band b,independent,card,1.0,2023,9.5,46.0,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
qv7621,2.0,0.0,0,2.0,TB_5-10,band b,independent,card,-17.0,2023,8.0,43.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,6.0
hf6019,2.0,0.0,0,2.0,TB_1-3,band b,independent,card,-8.0,2023,9.5,44.5,8,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
dn2345,2.0,0.0,0,2.0,TB_5-10,band b,independent,card,17.0,2023,9.0,45.0,9,8.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0
fc0801,3.0,0.0,0,3.0,TB_1-3,band b,independent,card,36.0,2023,8.0,42.5,9,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0
ca9142,3.0,0.0,0,3.0,TB_1-3,band b,independent,card,-27.0,2023,8.0,43.5,9,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0
ef9827,2.0,0.0,0,2.0,TB_5-10,band b,independent,card,-62.0,2023,9.0,45.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0
id1282,2.0,0.0,0,2.0,TB_1-3,band b,independent,card,-27.0,2023,8.0,42.5,9,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0
id5210,1.0,0.0,0,1.0,TB_3-5,band b,independent,card,13.0,2023,8.0,42.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
qk4618,1.0,0.0,0,1.0,TB_5-10,band b,independent,card,-12.0,2023,8.0,44.0,9,8.5,9.5,0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
cc9819,1.0,0.0,0,1.0,TB_5-10,band b,independent,card,-17.0,2023,9.5,45.5,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
bl3076,2.0,0.0,0,2.0,TB_0-1,band b,independent,card,-13.0,2023,9.5,44.5,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
hp2210,0.0,0.0,1,0.0,TB_10+,band b,independent,card,-2.0,2023,8.0,43.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
oz1285,3.0,0.0,0,3.0,TB_1-3,band b,independent,card,-14.0,2023,9.5,44.0,8,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
gp0575,1.0,0.0,0,1.0,TB_1-3,band b,independent,card,-12.0,2023,8.0,33.5,8,8.5,9.0,0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0
hy4184,2.0,0.0,0,2.0,TB_3-5,band b,independent,card,0.0,2023,8.0,42.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
ie7312,2.0,0.0,0,2.0,TB_5-10,band b,independent,card,18.0,2023,8.0,34.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0
it9812,1.0,0.0,0,1.0,TB_10+,band b,independent,card,15.0,2023,8.0,41.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ku7878,2.0,0.0,0,2.0,TB_10+,band b,independent,card,14.0,2023,9.5,43.5,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,10.0
mp8014,1.0,0.0,0,1.0,TB_3-5,band b,independent,card,16.0,2023,8.0,42.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
or0583,1.0,0.0,0,1.0,TB_1-3,band b,independent,card,-14.0,2023,8.0,41.5,9,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ka1159,2.0,0.0,0,2.0,TB_5-10,band b,independent,card,22.0,2023,8.0,44.0,9,8.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
on5040,1.0,0.0,0,1.0,TB_0-1,band b,independent,card,29.0,2023,8.0,33.0,8,8.5,8.5,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0
bd4430,1.0,0.0,0,1.0,TB_10+,band b,independent,card,20.0,2023,8.0,42.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
fb8642,1.0,0.0,0,1.0,TB_5-10,band b,independent,card,-1.0,2023,9.0,44.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
lz3665,0.0,0.0,1,0.0,TB_3-5,band b,independent,card,24.0,2023,8.0,33.5,8,8.5,9.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yl4470,0.0,0.0,1,0.0,TB_1-3,band b,independent,card,-1.0,2023,8.0,33.0,8,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aj3352,2.0,0.0,0,2.0,TB_1-3,band b,independent,card,-13.0,2023,8.0,41.5,8,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0
xr2440,2.0,0.0,0,2.0,TB_0-1,band b,independent,card,-8.0,2023,8.0,42.0,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0
je2743,2.0,0.0,0,2.0,TB_1-3,band b,independent,card,8.0,2023,8.0,43.5,9,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0
oy8781,1.0,0.0,0,1.0,TB_5-10,band b,independent,card,-13.0,2023,8.0,43.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
re0917,1.0,0.0,0,1.0,TB_5-10,band b,independent,card,41.0,2023,8.0,34.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
sf4823,1.0,0.0,0,1.0,TB_0-1,band b,independent,card,-29.0,2023,8.0,41.0,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ch6765,2.0,0.0,0,2.0,TB_1-3,band b,independent,card,47.0,2023,8.0,43.5,9,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
ww6581,1.0,0.0,0,1.0,TB_5-10,band b,independent,card,-3.0,2023,9.0,43.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0
ni0463,2.0,0.0,0,2.0,TB_10+,band b,independent,card,-77.0,2023,9.0,45.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0
nc8424,2.0,0.0,0,2.0,TB_3-5,band b,independent,card,38.0,2023,8.0,42.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
ag2757,1.0,0.0,0,1.0,TB_5-10,band b,independent,card,-7.0,2023,8.0,44.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ga6152,2.0,0.0,0,2.0,TB_5-10,band b,independent,card,-35.0,2023,8.0,34.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0
nt9440,1.0,0.0,0,1.0,TB_0-1,band b,independent,card,-85.0,2023,9.5,43.5,8,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
tc7721,2.0,0.0,0,2.0,TB_10+,band b,independent,card,-12.0,2023,8.0,35.0,9,8.5,9.5,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
hu3719,1.0,0.0,0,1.0,TB_10+,band b,3,card,0.0,2023,8.0,44.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ad5422,0.0,0.0,1,0.0,TB_5-10,band b,3,card,-12.0,2023,8.0,35.0,8,9.5,9.5,0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pg5568,1.0,0.0,0,1.0,TB_5-10,band b,3,card,0.0,2023,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
pu7560,1.0,0.0,0,1.0,TB_10+,band b,3,card,2.0,2023,8.0,35.0,8,9.5,9.5,0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0
rh8802,0.0,0.0,1,0.0,TB_5-10,band b,3,card,-5.0,2023,8.0,36.0,9,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gp2417,4.0,0.0,0,4.0,TB_10+,band b,3,card,-7.0,2023,8.0,44.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0
nj9822,2.0,0.0,0,2.0,TB_10+,band b,3,card,-1.0,2023,9.0,46.0,9,9.5,9.5,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0
vc8378,1.0,0.0,0,1.0,TB_5-10,band b,3,card,38.0,2023,8.0,36.0,9,9.5,9.5,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,8.0
zh4164,1.0,0.0,0,1.0,TB_10+,band b,3,card,-2.0,2023,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0
uy9383,1.0,0.0,0,1.0,TB_3-5,band b,3,card,15.0,2023,8.0,43.0,9,9.5,9.5,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0
zx8118,2.0,0.0,0,2.0,TB_10+,band b,3,card,0.0,2023,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0
fw8617,1.0,0.0,0,1.0,TB_5-10,band b,3,card,-80.0,2023,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
gm0119,1.0,0.0,0,1.0,TB_3-5,band b,3,card,-7.0,2023,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
dl0712,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-3.0,2023,9.0,46.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0
jj9446,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-23.0,2023,8.0,43.0,9,9.5,9.5,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
zr4730,1.0,0.0,0,1.0,TB_3-5,band b,3,card,14.0,2023,8.0,44.0,9,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
pq0298,3.0,0.0,0,3.0,TB_3-5,band b,3,card,3.0,2023,9.0,45.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
fg4538,4.0,0.0,0,4.0,TB_1-3,band b,3,card,-21.0,2023,9.5,46.0,9,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,3.0
af9856,0.0,0.0,1,0.0,TB_10+,band b,3,card,0.0,2023,8.0,34.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ez2170,1.0,0.0,0,1.0,TB_3-5,band b,3,card,31.0,2023,8.0,42.5,9,9.0,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0
hl1277,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-1.0,2023,8.0,44.5,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
vl5193,2.0,0.0,0,2.0,TB_1-3,band b,3,card,46.0,2023,9.0,43.0,8,9.0,9.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,7.0
pa4874,2.0,0.0,0,2.0,TB_1-3,band b,3,card,-13.0,2023,9.5,45.5,9,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0
dr4993,1.0,0.0,0,1.0,TB_0-1,band b,3,card,0.0,2023,8.0,41.5,9,9.0,8.5,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
he8953,1.0,0.0,0,1.0,TB_5-10,band b,3,card,23.0,2023,8.0,43.5,8,9.0,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
eu0147,2.0,0.0,0,2.0,TB_1-3,band b,3,card,0.0,2023,9.5,45.5,9,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
gl4142,1.0,0.0,0,1.0,TB_3-5,band b,3,card,0.0,2023,9.0,42.5,8,9.0,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
gp1824,2.0,0.0,0,2.0,TB_10+,band b,3,card,1.0,2023,9.0,44.5,8,9.0,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
mr4678,1.0,0.0,0,1.0,TB_3-5,band b,3,card,-1.0,2023,9.0,42.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
ww3673,1.0,0.0,0,1.0,TB_5-10,band b,3,card,16.0,2023,8.0,44.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
vf9038,2.0,0.0,0,2.0,TB_3-5,band b,3,card,-4.0,2023,8.0,34.0,8,8.5,9.5,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0
jb7363,2.0,0.0,0,2.0,TB_10+,band b,3,card,-10.0,2023,8.0,34.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
jn3278,2.0,0.0,0,2.0,TB_10+,band b,3,card,4.0,2023,8.0,35.0,8,9.5,9.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
ly7584,3.0,0.0,0,3.0,TB_10+,band b,3,card,0.0,2023,9.0,44.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0
xr5507,1.0,0.0,0,1.0,TB_5-10,band b,3,card,0.0,2023,8.0,35.0,8,9.5,9.5,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
ss5907,2.0,0.0,0,2.0,TB_10+,band b,3,card,-79.0,2023,9.5,45.5,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
ha4499,2.0,0.0,0,2.0,TB_5-10,band b,3,card,-69.0,2023,9.0,44.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0
cp1226,1.0,0.0,0,1.0,TB_Unknown,band b,4 to 9,card,2.0,2023,8.0,42.5,9,9.5,9.0,0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,6.0
cp1127,2.0,0.0,0,2.0,TB_Unknown,band b,4 to 9,card,-6.0,2023,8.0,43.5,9,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0
